"property_id";"location_id";"page_url";"property_type";"price";"location";"city";"province_name";"latitude";"longitude";"baths";"area";"purpose";"bedrooms";"date_added";"agency";"agent"
1631292;1483;"https://www.zameen.com/Property/d_h_a_dha_phase_6_defence_phase_vi_500_sq_yards_owner_built_slightly_used_bungalow-1631292-1483-1.html";"House";110000000;"DHA Defence";"Karachi";"Sindh";24.805045;67.064323;6;"1 Kanal";"For Sale";6;"05-06-2019";"Universal Estate & Builders";"Syed Zakir Ali"
1902788;6853;"https://www.zameen.com/Property/scheme_33_saadi_town_120_square_yard_house_is_available_for_sale-1902788-6853-1.html";"House";12800000;"Scheme 33";"Karachi";"Sindh";24.964623;67.168558;6;"9.6 Marla";"For Sale";5;"06-14-2019";"Property Master";"M. Tahir"
2290028;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_3_bedrrom_flat_ground_floor_available_for_sale-2290028-6655-1.html";"Flat";30000000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;3;"10.2 Marla";"For Sale";3;"06-14-2019";"United Real Estate";"G Sarwar Gondal"
2290030;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_flat_is_available_for_sale-2290030-6655-1.html";"Flat";34000000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;4;"11.4 Marla";"For Sale";3;"06-14-2019";"United Real Estate";"G Sarwar Gondal"
2290031;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_flat_is_available_for_sale-2290031-6655-1.html";"Flat";29500000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;0;"11.4 Marla";"For Sale";3;"06-14-2019";"United Real Estate";"Ghulam Sarwar Gondal"
2290032;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_luxury_flat_for_sale-2290032-6655-1.html";"Flat";30000000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;0;"11.4 Marla";"For Sale";3;"06-14-2019";"United Real Estate";"G Sarwar Gondal"
2290033;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_flat_is_available_for_sale-2290033-6655-1.html";"Flat";37500000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;0;"13.1 Marla";"For Sale";4;"06-14-2019";"United Real Estate";"G Sarwar Gondal"
2478189;198;"https://www.zameen.com/Property/karachi_bath_island_brand_new_flat_is_available_for_sale-2478189-198-1.html";"Flat";45000000;"Bath Island";"Karachi";"Sindh";24.83566;67.0286;0;"8.9 Marla";"For Sale";3;"02-16-2019";"Memon Real Estate";"Muhammad Aqdas Kamdar"
2727355;6865;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_4a_house_for_sale_in_gulshan_e_iqbal_block_4a-2727355-6865-1.html";"House";17000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.939604;67.095909;5;"4.8 Marla";"For Sale";4;"03-19-2019";"";""
2733346;6861;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_1_flat_for_sale_in_gulshan_e_iqbal_block_1-2733346-6861-1.html";"Flat";12500000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.920535;67.08312;3;"7.6 Marla";"For Sale";3;"06-05-2019";"Karachi Real Estate Investment Trust";"Feroz"
2755668;235;"https://www.zameen.com/Property/gulshan_e_iqbal_town_gulzar_e_hijri_luxury_flat_for_sale-2755668-235-1.html";"Flat";5000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.95618;67.115135;0;"5.4 Marla";"For Sale";2;"11-19-2018";"";""
2804200;9522;"https://www.zameen.com/Property/karachi_abul_hassan_isphani_road_west_open_very_airy_flat_for_sale-2804200-9522-1.html";"Flat";4100000;"Abul Hassan Isphani Road";"Karachi";"Sindh";24.941817;67.098056;2;"3.2 Marla";"For Sale";2;"06-07-2019";"";""
2805158;7078;"https://www.zameen.com/Property/nazimabad_nazimabad_block_1_triple_storey_house_available_for_sale-2805158-7078-1.html";"House";40000000;"Nazimabad";"Karachi";"Sindh";24.906134;67.023983;8;"13.4 Marla";"For Sale";11;"02-17-2019";"";""
2860713;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_beautiful_residential_flat_available_for_sale-2860713-6655-1.html";"Flat";28000000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;3;"11.4 Marla";"For Sale";3;"06-14-2019";"United Real Estate";"FahadGhulam Sarwar Gondal"
2860714;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_brand_new_luxury_flat-2860714-6655-1.html";"Flat";32500000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;3;"11.4 Marla";"For Sale";3;"06-14-2019";"United Real Estate";"Ghulam Sarwar Gondal"
2860715;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_1st_floor_4_bedroom_brand_new_beautiful_west_open_residential_flat-2860715-6655-1.html";"Flat";40000000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;4;"13.2 Marla";"For Sale";4;"06-14-2019";"United Real Estate";"Ghulam Sarwar Gondal"
3011860;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_350_sq_yards_west_open_bungalow_at_afohs_falcon_complex_falcon_new_malir-3011860-9582-1.html";"House";59500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"14 Marla";"For Sale";5;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3011866;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_500_sq_yard_bungalow_for_sale_in_afohs_falcon_complex_new_malir-3011866-9582-1.html";"House";71500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"1 Kanal";"For Sale";5;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3011868;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_350_sq_yds_bungalow_for_urgent_sale_at_afohs_falcon_complex_new_malir-3011868-9582-1.html";"House";55000000;"Malir";"Karachi";"Sindh";24.956491;67.219341;4;"14 Marla";"For Sale";4;"05-06-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3011910;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_350_sq_yards_bungalow_for_immediate_sale_in_falcon_complex_new_malir-3011910-9582-1.html";"House";59500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;6;"14 Marla";"For Sale";5;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3011916;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_500_sq_yard_bungalow_for_sale_in_falcon_complex_new_malir-3011916-9582-1.html";"House";68500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"1 Kanal";"For Sale";5;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3011918;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_350_sq_yds_new_bungalow_west_open_for_urgent_sale_in_falcon_complex_new_malir-3011918-9582-1.html";"House";58500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"14 Marla";"For Sale";4;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3012199;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_chance_deal_park_facing_500_sq_yds_bungalow_for_immediate_sale_afohs_falcon_complex_new_malir-3012199-9582-1.html";"House";67000000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"1 Kanal";"For Sale";5;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq R Kashif Khan"
3023562;11088;"https://www.zameen.com/Property/karachi_falcon_complex_faisal_newly_constructed_500_sq_yds_bungalow_falcon_complex_faisal_cantt_shaheed_e_millat_road-3023562-11088-1.html";"House";120000000;"Falcon Complex Faisal";"Karachi";"Sindh";24.865828;67.088388;5;"1 Kanal";"For Sale";5;"06-05-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3083937;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_newly_built_bungalow_350_square_yards_west_open_afohs_falcon_complex_new_malir-3083937-9582-1.html";"House";58500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"14 Marla";"For Sale";4;"06-20-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3083938;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_newly_built_bungalow_350_sq_yds_afohs_falcon_complex_new_malir-3083938-9582-1.html";"House";58000000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"14 Marla";"For Sale";4;"06-20-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3084030;11088;"https://www.zameen.com/Property/karachi_falcon_complex_faisal_500_sq_yards_brand_new_bungalow_in_afohs_falcon_complex_shaheed_e_millat_road-3084030-11088-1.html";"House";110000000;"Falcon Complex Faisal";"Karachi";"Sindh";24.865828;67.088388;5;"1 Kanal";"For Sale";5;"06-29-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3084031;11088;"https://www.zameen.com/Property/karachi_falcon_complex_faisal_brand_new_bungalow_500_sq_yds_in_afohs_falcon_complex_faisal_cantt_shaheed_e_millat_road-3084031-11088-1.html";"House";119000000;"Falcon Complex Faisal";"Karachi";"Sindh";24.865828;67.088388;5;"1 Kanal";"For Sale";5;"06-29-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3084032;11088;"https://www.zameen.com/Property/karachi_falcon_complex_faisal_500_sqyards_brand_bungalow_in_afohs_falcon_complex_shaheed_e_millat_road-3084032-11088-1.html";"House";115000000;"Falcon Complex Faisal";"Karachi";"Sindh";24.865828;67.088388;0;"1 Kanal";"For Sale";5;"06-20-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3084036;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_brand_new_west_open_350_sq_yd__bungalow_afohs_falcon_complex_new_malir-3084036-9582-1.html";"House";59500000;"Malir";"Karachi";"Sindh";24.956491;67.219341;5;"14 Marla";"For Sale";4;"06-20-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
3089236;10163;"https://www.zameen.com/Property/shahra_e_faisal_kn_gohar_green_city_240_square_yard_single_storey_bungalow_in_executive_block_for_sale-3089236-10163-1.html";"House";19000000;"Shahra-e-Faisal";"Karachi";"Sindh";24.867670621306;67.194591695443;4;"9.6 Marla";"For Sale";4;"07-18-2019";"";""
3111513;6811;"https://www.zameen.com/Property/gizri_upper_gizri_brand_new_apartment_is_available_for_sale-3111513-6811-1.html";"Flat";7550000;"Gizri";"Karachi";"Sindh";24.820393;67.0468;2;"5.2 Marla";"For Sale";2;"03-18-2019";"Patel Builders";"Muhammad Waqar"
3193846;1483;"https://www.zameen.com/Property/d_h_a_dha_phase_6_dha_phase_6_600_square_yard_house_for_sale_at_plot_price-3193846-1483-1.html";"House";91500000;"DHA Defence";"Karachi";"Sindh";24.799663543701;67.055389404297;6;"1.2 Kanal";"For Sale";5;"07-01-2019";"";""
3431065;304;"https://www.zameen.com/Property/saddar_town_saddar_flat_for_sale_near_lucky_star_saddar_karachi-3431065-304-1.html";"Flat";4500000;"Saddar Town";"Karachi";"Sindh";24.860389;67.027795;1;"1.3 Marla";"For Sale";2;"07-18-2019";"";""
3478944;9145;"https://www.zameen.com/Property/scheme_33_sector_25_a_sector_25_a_punjabi_saudagar_multi_purpose_society_4_beds_flat_available_for_sale_in_punjabi_hieghts-3478944-9145-1.html";"Flat";6900000;"Scheme 33";"Karachi";"Sindh";24.969194;67.134492;3;"6.1 Marla";"For Sale";4;"06-05-2019";"Estate 1. com";"Zikru Ur Rehman"
3493723;6834;"https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_10_2_beds_flat_for_sale-3493723-6834-1.html";"Flat";4500000;"Gulistan-e-Jauhar";"Karachi";"Sindh";24.924636;67.141903;2;"4.8 Marla";"For Sale";2;"10-20-2018";"";""
3510354;8894;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_10_a_house_available_for_sale-3510354-8894-1.html";"House";20000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.911726;67.098014;3;"4.8 Marla";"For Sale";2;"01-18-2019";"";""
3516247;6870;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_9_house_600_sq_yard_single_storey_demolish_west_open_in_block_9_gulshan_e_iqbal_karachi_available_for_sale-3516247-6870-1.html";"House";72500000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.910435;67.090523;0;"1.2 Kanal";"For Sale";0;"03-10-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
3531574;6870;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_9_brand_new_500_sq_yard_double_storey_house_in_block_9_gulshan_e_iqbal_karachi_available_for_sale-3531574-6870-1.html";"House";85000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.910435;67.090523;6;"1 Kanal";"For Sale";6;"03-10-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
3548408;6879;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_17_242_sq_yard_house_is_available_for_sale-3548408-6879-1.html";"House";60000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.899565;67.081322;4;"9.7 Marla";"For Sale";4;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
3548450;6869;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_8_fully_renovated_600_yard_house_double_storey_in_v_v_i_p_block_8_gulshan_e_iqbal_karachi_for_sale-3548450-6869-1.html";"House";120000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.90628;67.086254;6;"1.2 Kanal";"For Sale";6;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
3594284;1485;"https://www.zameen.com/Property/d_h_a_dha_phase_8_book_your_dream_apartment_today_emaar_crescent_bay_3_bed_flat_booking_starts_from_10_only-3594284-1485-1.html";"Flat";45000000;"DHA Defence";"Karachi";"Sindh";24.782215;67.074537;4;"9.7 Marla";"For Sale";3;"06-30-2019";"Khatwani Estate";"Ajay Khatwani"
3594294;1485;"https://www.zameen.com/Property/d_h_a_dha_phase_8_book_your_dream_apartment_today_emaar_crescent_bay_2_bed_only_limited_units_left-3594294-1485-1.html";"Flat";35000000;"DHA Defence";"Karachi";"Sindh";24.782215;67.074537;3;"9.1 Marla";"For Sale";2;"06-30-2019";"Khatwani Estate";"Ajay Khatwani"
3594297;8503;"https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_book_your_dream_apartment_today_emaar_crescent_bay_1_bed_flat_booking_starts_from_10_only-3594297-8503-1.html";"Flat";25000000;"DHA Defence";"Karachi";"Sindh";24.752502;67.074019;1;"6 Marla";"For Sale";1;"06-30-2019";"Khatwani Estate";"Ajay Khatwani"
3669806;8503;"https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_one_bed_flat_for_sale_in_coral_tower_i-3669806-8503-1.html";"Flat";30500000;"DHA Defence";"Karachi";"Sindh";24.752502;67.074019;1;"5.5 Marla";"For Sale";1;"06-20-2019";"Property Hub";"Khawaja Mujtaba Khalil Darabu"
3672356;508;"https://www.zameen.com/Property/gulshan_e_iqbal_town_kda_officers_society_brand_new_240_sq_yard_west_open_9_bed_triple_storey_house_in_kda_officers_society_karachi_available_for_sale-3672356-508-1.html";"House";100000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.899672;67.094536;9;"9.6 Marla";"For Sale";9;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
3968998;11579;"https://www.zameen.com/Property/karachi_navy_housing_scheme_karsaz_350_yard_brand_new_6_bed_dd_navy_housing_karsaz-3968998-11579-1.html";"House";105000000;"Navy Housing Scheme Karsaz";"Karachi";"Sindh";24.893299;67.103462;6;"14 Marla";"For Sale";6;"06-07-2019";"BEC Consultants";"ARehman"
4001761;6934;"https://www.zameen.com/Property/pechs_pechs_block_3_flat_available_for_sale_pechs_block_3-4001761-6934-1.html";"Flat";25000000;"Jamshed Town";"Karachi";"Sindh";24.880013;67.057285;0;"8 Marla";"For Sale";3;"03-10-2019";"786 Estate";"Muhammad Jamil"
4016615;9582;"https://www.zameen.com/Property/malir_falcon_complex_new_malir_newly_built_bungalow_500_sq_yd_house_in_afohs_falcon_complex_new_malir-4016615-9582-1.html";"House";75000000;"Malir";"Karachi";"Sindh";24.956491;67.219341;0;"1 Kanal";"For Sale";5;"06-20-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
4154431;6869;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_8_1500_sq_yard_single_storey_house_in_vip_block_8_gulshan_e_iqbal_available_for_sale-4154431-6869-1.html";"House";250000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.90628;67.086254;6;"3 Kanal";"For Sale";4;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
4154441;6870;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_9_5_bed_one_unit_300_sq_yard_west_open_corner_house_available_for_sale__in_block_9_gulshan_e_iqbal-4154441-6870-1.html";"House";55000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.910435;67.090523;3;"13.4 Marla";"For Sale";5;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
4217073;8298;"https://www.zameen.com/Property/karachi_bahria_town_karachi_flat_is_available_for_sale-4217073-8298-1.html";"Flat";6000000;"Bahria Town Karachi";"Karachi";"Sindh";24.894076;67.027715;2;"4.2 Marla";"For Sale";0;"06-14-2019";"United Real Estate";"Fahad Sarwar"
4241223;8298;"https://www.zameen.com/Property/karachi_bahria_town_karachi_flat_is_available_for_sale-4241223-8298-1.html";"Flat";6200000;"Bahria Town Karachi";"Karachi";"Sindh";24.894076;67.027715;0;"4.2 Marla";"For Sale";2;"06-14-2019";"United Real Estate";"Ghulam Sarwar Gondal"
4246235;9586;"https://www.zameen.com/Property/malir_cantonment_dohs_phase_1_beautiful_luxury_corner_west_open_park_facing_villa_dohs_phase_1-4246235-9586-1.html";"House";95000000;"Cantt";"Karachi";"Sindh";24.959894;67.188631;6;"1.1 Kanal";"For Sale";7;"07-04-2019";"";""
4263606;10011;"https://www.zameen.com/Property/bahria_town_precinct_2_bahria_town_quaid_villas_200_sq_yard_super_villa_for_sale_in_bahria_town__quaid_block-4263606-10011-1.html";"House";20000000;"Bahria Town Karachi";"Karachi";"Sindh";25.005301;67.30881;3;"8 Marla";"For Sale";3;"04-06-2019";"Professionals Real Estate Consultants & Builder";"Sheikh Furqan"
4348668;10061;"https://www.zameen.com/Property/bahria_town_karachi_bahria_sports_city_350_square_yard_villa_in_bahria_sports_city_for_sale-4348668-10061-1.html";"House";14500000;"Bahria Town Karachi";"Karachi";"Sindh";25.00574;67.316385;5;"14 Marla";"For Sale";5;"06-05-2019";"Professionals Real Estate Consultants & Builder";"Zeeshan Yaqoob"
4384056;6674;"https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_brand_new_flat_no_1c_for_sale_at_lane_14_bukhari_commercial_dha-4384056-6674-1.html";"Flat";22500000;"DHA Defence";"Karachi";"Sindh";24.791955;67.065082;3;"8 Marla";"For Sale";3;"07-04-2019";"";""
4405633;8889;"https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_16_a_one_unit_266_sq_yard_corner_bungalow_in_kda_overseas-4405633-8889-1.html";"House";45000000;"Gulistan-e-Jauhar";"Karachi";"Sindh";24.920687;67.116428;4;"10.6 Marla";"For Sale";4;"07-01-2019";"Property Valley";"Yasir Hussain"
4458130;10011;"https://www.zameen.com/Property/bahria_town_precinct_2_bahria_town_quaid_villas_house_for_sale_in_bahria_town__quaid_block-4458130-10011-1.html";"House";21000000;"Bahria Town Karachi";"Karachi";"Sindh";25.005301;67.30881;3;"8 Marla";"For Sale";3;"06-05-2019";"Professionals Real Estate Consultants & Builder";"jamshed Ali"
4474118;9059;"https://www.zameen.com/Property/karachi_jinnah_avenue_8_marla_flat_for_sale-4474118-9059-1.html";"Flat";8500000;"Jinnah Avenue";"Karachi";"Sindh";24.940931537861;67.161482191261;3;"8 Marla";"For Sale";3;"03-18-2019";"Karachi Real Estate Investment Trust";"Feroz"
4504004;9586;"https://www.zameen.com/Property/malir_cantonment_dohs_phase_1_brand_new_house_available_for_sale-4504004-9586-1.html";"House";85000000;"Cantt";"Karachi";"Sindh";24.959894;67.188631;6;"1.1 Kanal";"For Sale";6;"06-14-2019";"United Real Estate";"Ghulam Sarwar Gondal"
4504386;10370;"https://www.zameen.com/Property/dha_phase_8_al_murtaza_commercial_area_defence_phase_8_al_murtaza_commercial_brand_new_3_bed_appartment_for_sale-4504386-10370-1.html";"Flat";25000000;"DHA Defence";"Karachi";"Sindh";24.784203;67.08488;3;"8 Marla";"For Sale";3;"05-06-2019";"Universal Estate & Builders";"Syed Zakir Ali"
4612884;9110;"https://www.zameen.com/Property/karachi_paf_housing_scheme_fazaia_housing_scheme_karachi_apartment_for_sale-4612884-9110-1.html";"Flat";3760000;"PAF Housing Scheme";"Karachi";"Sindh";24.953678;67.18116;2;"5.2 Marla";"For Sale";2;"10-20-2018";"";""
4617764;6878;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_16_1500_sq_feet_3_bed_dd_second_floor_flat_in_maymar_arcade_block_16__gulshan_e_iqbal__available__for_sale-4617764-6878-1.html";"Flat";30000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.903565;67.081525;2;"6.7 Marla";"For Sale";3;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
4777513;7220;"https://www.zameen.com/Property/north_nazimabad_north_nazimabad_block_l_brand_new_ground_1_450_square_yard_bungalow_8_beds_attached_for_sale-4777513-7220-1.html";"House";72500000;"North Nazimabad";"Karachi";"Sindh";24.941744;67.053638;8;"18 Marla";"For Sale";8;"07-03-2019";"Altamash Estate & Construction";"Syed Altamash Ahmed"
4787556;9586;"https://www.zameen.com/Property/malir_cantonment_dohs_phase_1_house_available_for_sale-4787556-9586-1.html";"House";77500000;"Cantt";"Karachi";"Sindh";24.959894;67.188631;9;"1.1 Kanal";"For Sale";8;"06-14-2019";"United Real Estate";"Ghulam Sarwar Gondal"
4805348;524;"https://www.zameen.com/Property/gulshan_e_iqbal_town_bahadurabad_400_square_yards_house_for_sale_in_bahadurabad-4805348-524-1.html";"House";120000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.882174;67.067306;7;"16 Marla";"For Sale";6;"02-04-2019";"";""
4832995;1483;"https://www.zameen.com/Property/d_h_a_dha_phase_6_dha_phase_6_darakshan_villa_for_sale-4832995-1483-1.html";"House";120000000;"DHA Defence";"Karachi";"Sindh";24.805045;67.064323;3;"11.2 Marla";"For Sale";4;"06-30-2019";"";""
4936563;8503;"https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_emaar_coral_tower__21st_floor_flat_for_sale-4936563-8503-1.html";"Flat";75000000;"DHA Defence";"Karachi";"Sindh";24.752502;67.074019;5;"15.8 Marla";"For Sale";4;"06-21-2019";"Right Track Consultants";"Muhammad"
4938509;6869;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_8_well_maintained_600_sq_yard_double_storey_house_for_sale_in_block_8_gulshan_e_iqbal-4938509-6869-1.html";"House";95000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.90628;67.086254;5;"1.2 Kanal";"For Sale";5;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
4976670;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_askari_5_1st_floor_apartment_with_3_bed_rooms_brand_new_for_sale_west_open-4976670-6655-1.html";"Flat";35100000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;3;"12.2 Marla";"For Sale";3;"06-20-2019";"Pak Lafame Estate Realtor";"Ali Tahir"
4977257;9586;"https://www.zameen.com/Property/malir_cantonment_dohs_phase_1_malir_cantt_dohs_1_house_2_unit_is_available_for_sale-4977257-9586-1.html";"House";70000000;"Cantt";"Karachi";"Sindh";24.959894;67.188631;6;"1.1 Kanal";"For Sale";6;"05-06-2019";"Pak Lafame Estate Realtor";"Ali Tahir"
4977264;6655;"https://www.zameen.com/Property/malir_cantonment_askari_5_suh_west_open_house_askari_5_malir_cantt-4977264-6655-1.html";"House";60000000;"Cantt";"Karachi";"Sindh";24.937425;67.182856;5;"1 Kanal";"For Sale";4;"06-20-2019";"Pak Lafame Estate Realtor";"Ali Tahir"
5015747;5;"https://www.zameen.com/Property/karachi_clifton_brand_new_flat_for_sale_in_tricon_tower-5015747-5-1.html";"Flat";48000000;"Clifton";"Karachi";"Sindh";24.825028;67.031579;5;"10.3 Marla";"For Sale";3;"07-03-2019";"A S Properties";"Ali Hanif"
5027258;5;"https://www.zameen.com/Property/karachi_clifton_3_beds_plus_maid_purely_residential_project_in_bath_island-5027258-5-1.html";"Flat";50000000;"Clifton";"Karachi";"Sindh";24.82502746582;67.031578063965;5;"10.3 Marla";"For Sale";3;"07-03-2019";"A S Properties";"Ali Hanif"
5172784;6869;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_8_house_of_750_sq_yard_one_unit_with_6_beds_drawing_dining_lounge_west_open_in_gulshan_e_iqbal__block_8_is_available-5172784-6869-1.html";"House";110000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.90628;67.086254;6;"1.5 Kanal";"For Sale";6;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
5220077;11272;"https://www.zameen.com/Property/northern_bypass_fazaia_bungalows_double_storey_bungalow_for_sale_on_easy_installment-5220077-11272-1.html";"House";12500000;"Northern Bypass";"Karachi";"Sindh";25.07576;67.105412;5;"11 Marla";"For Sale";4;"05-06-2019";"AARCO Fazaia Authorized Dealer";"JAWWAD MEMON FAZAIA AUTHORIZED DEALER"
5220102;9135;"https://www.zameen.com/Property/karachi_fazaia_housing_scheme_fazaia_housing_scheme_karachi__275_sqyd_single_storey_house-5220102-9135-1.html";"House";9205000;"Fazaia Housing Scheme";"Karachi";"Sindh";25.075881668591;67.106037139893;4;"11 Marla";"For Sale";3;"05-06-2019";"AARCO Fazaia Authorized Dealer";"Altamash Memon"
5291474;8844;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_13_b_flat_for_sale_in_gulshane_iqbal_block_13__b_near_mangal_bazar_ground-5291474-8844-1.html";"Flat";6100000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.908304;67.080631;2;"3.7 Marla";"For Sale";2;"03-10-2019";"";""
5334452;6869;"https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_8_1000_sq_yd_one_unit_corner_house_of_5_bed_in_block_8_gulshan_e_iqbal_for_sale-5334452-6869-1.html";"House";150000000;"Gulshan-e-Iqbal Town";"Karachi";"Sindh";24.90628;67.086254;7;"2 Kanal";"For Sale";7;"02-17-2019";"Guide Line Real Estate";"Kaleem Zafar Raja"
5371079;7216;"https://www.zameen.com/Property/north_nazimabad_north_nazimabad_block_h_brand_new_2_side_corner_ground_1_bungalow_8_bed_for_sale-5371079-7216-1.html";"House";110000000;"North Nazimabad";"Karachi";"Sindh";24.935635;67.05102;8;"1.5 Kanal";"For Sale";8;"07-03-2019";"Altamash Estate & Construction";"Syed Altamash Ahmed"
