"property_id";"location_id";"page_url";"property_type";"price";"location";"city";"province_name";"latitude";"longitude";"baths";"area";"purpose";"bedrooms";"date_added";"agency";"agent"
347795;8;"https://www.zameen.com/Property/lahore_model_town_6_kanal_excellent_house_for_sale_in_model_town-347795-8-1.html";"House";220000000;"Model Town";"Lahore";"Punjab";31.483868658082;74.325685501099;0;"6 Kanal";"For Sale";0;"07-17-2019";"Real Biz International";"Usama Khan"
482892;48;"https://www.zameen.com/Property/lahore_multan_road_1_kanal_house_for_sale-482892-48-1.html";"House";40000000;"Multan Road";"Lahore";"Punjab";31.431593;74.17998;5;"1 Kanal";"For Sale";5;"10-06-2018";"Khan Estate";"mohsinkhan and B"
555962;75;"https://www.zameen.com/Property/eden_eden_avenue_9_marla_house_for_sale-555962-75-1.html";"House";9500000;"Eden";"Lahore";"Punjab";31.499348;74.416959;0;"9 Marla";"For Sale";3;"07-03-2019";"Shahum Estate 2";"Babar Hameed, Raja Omar"
562843;3821;"https://www.zameen.com/Property/gulberg_2_gulberg_2_block_s_semi_commercial_house_for_sale_near_mm_alam_price_negotiable-562843-3821-1.html";"House";125000000;"Gulberg";"Lahore";"Punjab";31.522069;74.355512;7;"1 Kanal";"For Sale";8;"04-04-2019";"";""
686990;3522;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_raza_block_11_marla_house_for_sale_at_best_location_with_noc_ready-686990-3522-1.html";"House";21000000;"Allama Iqbal Town";"Lahore";"Punjab";31.506483;74.286017;5;"11 Marla";"For Sale";6;"04-04-2019";"";""
785289;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_matz_service_offer_1_kanal_house_for_sale-785289-3102-1.html";"House";52000000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;6;"1 Kanal";"For Sale";5;"06-02-2019";"MATZ Services";"Group Captain (R) Tajammul Baig"
891543;4031;"https://www.zameen.com/Property/military_accounts_housing_society_military_accounts_society_block_b_brand_new_8_marla_luxurious_house_for_sale_at_military_accounts_cooperative_hosing_society_phase_1_college_road_lahore_key_features_of_this_luxurious_house_are__6_bedrooms_with_attach_bath__powder_room__2_kitchens__2_tv_lounges__drawing_and_dining_room__c-891543-4031-1.html";"House";16500000;"Military Accounts Housing Society";"Lahore";"Punjab";31.421229;74.28556;7;"8 Marla";"For Sale";6;"07-03-2019";"";""
983065;3749;"https://www.zameen.com/Property/eme_society_eme_society_block_e_house_for_sale-983065-3749-1.html";"House";32500000;"EME Society";"Lahore";"Punjab";31.439978;74.209685;0;"1 Kanal";"For Sale";5;"07-03-2019";"Sukhera Estate & Builders";"Ahmed Sheraz Sukhera"
983066;3745;"https://www.zameen.com/Property/eme_society_eme_society_block_a_house_for_sale-983066-3745-1.html";"House";31500000;"EME Society";"Lahore";"Punjab";31.437744;74.21349;0;"1 Kanal";"For Sale";6;"07-03-2019";"Sukhera Estate & Builders";"Ahmed Sheraz Sukhera"
983075;3931;"https://www.zameen.com/Property/izmir_town_izmir_town_block_q_house_for_sale-983075-3931-1.html";"House";40000000;"Izmir Town";"Lahore";"Punjab";31.409106;74.181662;0;"1.6 Kanal";"For Sale";6;"07-03-2019";"Sukhera Estate & Builders";"Ahmed Sheraz Sukhera"
1286643;3733;"https://www.zameen.com/Property/eden_eden_palace_villas_7_5_marla_luxury_house_is_available_for_sale-1286643-3733-1.html";"House";13500000;"Eden";"Lahore";"Punjab";31.441113;74.239683;4;"7.5 Marla";"For Sale";4;"04-04-2019";"";""
1402784;514;"https://www.zameen.com/Property/lahore_upper_mall_commercial_old_house_for_sale_upper_mall_lahore_excellent_location-1402784-514-1.html";"House";87500000;"Upper Mall";"Lahore";"Punjab";31.542114;74.355898;5;"1.2 Kanal";"For Sale";4;"06-30-2019";"Hamza Real Estate";"Imran Shahad"
1407045;4135;"https://www.zameen.com/Property/park_view_villas_park_view_villas_jade_block_5_marla_house__for_sale_in_park_view_villas_jade_block-1407045-4135-1.html";"House";8500000;"Park View Villas";"Lahore";"Punjab";31.450248;74.200931;4;"5 Marla";"For Sale";4;"07-22-2019";"";""
1606710;69;"https://www.zameen.com/Property/lahore_cavalry_ground_10_marla_house_is_available_for_sale-1606710-69-1.html";"House";16500000;"Cavalry Ground";"Lahore";"Punjab";31.500557;74.36773;0;"10 Marla";"For Sale";4;"04-04-2019";"Rana Estate";"Rana Shahzad"
1646880;1781;"https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_umar_block_double_storey_house_for_sale-1646880-1781-1.html";"House";18500000;"Bahria Town";"Lahore";"Punjab";31.381706;74.195294;0;"10 Marla";"For Sale";0;"07-04-2019";"Punjab Associates";"Ch. Tariq Ali Ranjha"
1794392;9432;"https://www.zameen.com/Property/askari_10_askari_10_sector_a_10_marla_intagrated_design_main_boulevard_available_for_sale-1794392-9432-1.html";"House";23500000;"Askari";"Lahore";"Punjab";31.537239;74.420211;4;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
1861954;378;"https://www.zameen.com/Property/lahore_bedian_road_1_kanal_house_for_sale-1861954-378-1.html";"House";22500000;"Bedian Road";"Lahore";"Punjab";31.473474;74.429569;4;"1 Kanal";"For Sale";4;"04-04-2019";"";""
1871116;4445;"https://www.zameen.com/Property/lahore_agrics_town_brand_new_a_standards_furnished_house_for_sale-1871116-4445-1.html";"House";50000000;"Agrics Town";"Lahore";"Punjab";31.441625;74.224648;7;"18 Marla";"For Sale";6;"07-10-2019";"";""
1997947;3814;"https://www.zameen.com/Property/gulberg_2_gulberg_2_block_g_10_marla_town_house_with_commercialization_for_sale-1997947-3814-1.html";"House";39500000;"Gulberg";"Lahore";"Punjab";31.526312;74.347959;6;"10 Marla";"For Sale";6;"06-11-2019";"";""
2052081;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_12_marla_tariq_design_house_is_available_for_sale-2052081-9435-1.html";"House";27500000;"Askari";"Lahore";"Punjab";31.533161;74.419481;5;"12 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2146098;9747;"https://www.zameen.com/Property/lahore_chaman_park_commercial_house_is_available_for_sale_facing_canal_bank_nayapul_u_turn-2146098-9747-1.html";"House";40000000;"Chaman Park";"Lahore";"Punjab";31.567912;74.399192;3;"11 Marla";"For Sale";6;"01-04-2019";"";""
2283284;514;"https://www.zameen.com/Property/lahore_upper_mall_1_kanal_1_marla_house_for_sale_on_upper_mall_near_gym_khana_lahore-2283284-514-1.html";"House";50000000;"Upper Mall";"Lahore";"Punjab";31.542114;74.355898;6;"1 Kanal";"For Sale";5;"07-03-2019";"Hamza Real Estate";"Imran Shahad"
2311887;9432;"https://www.zameen.com/Property/askari_10_askari_10_sector_a_1_kanal_shelter_with_basement_on_main_boulevard_for_sale-2311887-9432-1.html";"House";45000000;"Askari";"Lahore";"Punjab";31.537239;74.420211;6;"1 Kanal";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2379549;1511;"https://www.zameen.com/Property/lahore_chungi_amar_sadhu_3_marla_double_storey_house_for_sale-2379549-1511-1.html";"House";3200000;"Chungi Amar Sadhu";"Lahore";"Punjab";31.450925;74.354287;2;"3 Marla";"For Sale";3;"12-05-2018";"";""
2439750;9436;"https://www.zameen.com/Property/askari_10_askari_10_sector_e_10_marla_rdi_design_house_available_for_sale-2439750-9436-1.html";"House";21200000;"Askari";"Lahore";"Punjab";31.536068;74.408666;4;"10 Marla";"For Sale";3;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2439775;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_integrated_design_main_boulevard_available_for_sale-2439775-9433-1.html";"House";23000000;"Askari";"Lahore";"Punjab";31.537458;74.413323;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2439785;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_haider_design_is_available_for_sale-2439785-9434-1.html";"House";21500000;"Askari";"Lahore";"Punjab";31.53327;74.41358;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2439790;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_integrated_design_well_maintained_house_for_sale-2439790-9435-1.html";"House";21500000;"Askari";"Lahore";"Punjab";31.533161;74.419481;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2471472;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_one_kanal_house_khalid_designed_main_boulevard_fully_renovated_available_for_sale-2471472-9433-1.html";"House";40000000;"Askari";"Lahore";"Punjab";31.537458;74.413323;6;"1 Kanal";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2471478;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_haider_design_facing_park_available_for_sale-2471478-9435-1.html";"House";26000000;"Askari";"Lahore";"Punjab";31.533161;74.419481;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2510609;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_younis_design_available_for_sale-2510609-9433-1.html";"House";21000000;"Askari";"Lahore";"Punjab";31.537458;74.413323;4;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2510625;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_haider_design_facing_lake_open_view_for_sale-2510625-9434-1.html";"House";23000000;"Askari";"Lahore";"Punjab";31.53327;74.41358;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2510674;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_tipu_design_available_on_main_boulevard_for_sale-2510674-9435-1.html";"House";23000000;"Askari";"Lahore";"Punjab";31.533161;74.419481;6;"10 Marla";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
2747251;3749;"https://www.zameen.com/Property/eme_society_eme_society_block_e_house_for_elegant_family_living-2747251-3749-1.html";"House";57500000;"EME Society";"Lahore";"Punjab";31.439978;74.209685;5;"1 Kanal";"For Sale";5;"04-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
2794766;3794;"https://www.zameen.com/Property/gor_gor_1_five_star_real_estate_offer_house_for_dignitaries-2794766-3794-1.html";"House";620000000;"GOR";"Lahore";"Punjab";31.543431;74.344225;8;"6.5 Kanal";"For Sale";8;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
2801879;1494;"https://www.zameen.com/Property/lahore_karim_park_2_5_marla_house_for_sale-2801879-1494-1.html";"House";5500000;"Karim Park";"Lahore";"Punjab";31.590234;74.300365;3;"2.5 Marla";"For Sale";3;"06-11-2019";"";""
2821111;154;"https://www.zameen.com/Property/gulberg_zafar_ali_road_1_kanal_house_for_sale_in_gulberg_zafar_ali_road_lahore-2821111-154-1.html";"House";50000000;"Gulberg";"Lahore";"Punjab";31.53842;74.352357;6;"1 Kanal";"For Sale";5;"07-03-2019";"Hamza Real Estate";"Imran Shahad"
2913869;3089;"https://www.zameen.com/Property/cantt_ali_park_8_marla_dream_corner_house_for_urgent_for_sale_45_feet_wide_face-2913869-3089-1.html";"House";12000000;"Cantt";"Lahore";"Punjab";31.49858;74.40927;6;"8 Marla";"For Sale";6;"12-05-2018";"";""
3051476;373;"https://www.zameen.com/Property/lahore_valencia_housing_society_a_home_you_desire_to_live-3051476-373-1.html";"House";65000000;"Valencia Housing Society";"Lahore";"Punjab";31.40537;74.257078;0;"2 Kanal";"For Sale";0;"06-02-2019";"Punjaab Estates";"Irfan Rehman Khan"
3217881;3852;"https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_house_for_sale_ideal_for_mega_multi_billion_project-3217881-3852-1.html";"House";1250000000;"Gulberg";"Lahore";"Punjab";31.519435;74.345548;0;"8 Kanal";"For Sale";0;"02-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
3222456;893;"https://www.zameen.com/Property/lahore_gulshan_e_ravi_22_marla_house_for_sale-3222456-893-1.html";"House";42500000;"Gulshan-e-Ravi";"Lahore";"Punjab";31.551184;74.284058;8;"1.1 Kanal";"For Sale";8;"04-04-2019";"";""
3242351;4280;"https://www.zameen.com/Property/valencia_housing_society_valencia_block_h_house_for_sale__best_for_commercial_purposes-3242351-4280-1.html";"House";66500000;"Valencia Housing Society";"Lahore";"Punjab";31.400096;74.259682;0;"2 Kanal";"For Sale";0;"04-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
3277952;8444;"https://www.zameen.com/Property/al_raheem_garden_al_raheem_garden_phase_4_brand_new_6_marla_corner_fully_covered_house-3277952-8444-1.html";"House";12000000;"Al-Raheem Garden";"Lahore";"Punjab";31.597234;74.474513;5;"6 Marla";"For Sale";5;"07-03-2019";"";""
3292607;3745;"https://www.zameen.com/Property/eme_society_eme_society_block_a_double_storey_house_for_sale_in_eme-3292607-3745-1.html";"House";40000000;"EME Society";"Lahore";"Punjab";31.437744;74.21349;7;"1 Kanal";"For Sale";6;"04-04-2019";"";""
3341826;3824;"https://www.zameen.com/Property/gulberg_gulberg_3_4_kanal_15_marla_old_house_is_available_for_sale_gulberg_3_lahore-3341826-3824-1.html";"House";180000000;"Gulberg";"Lahore";"Punjab";31.505678;74.348202;7;"4.7 Kanal";"For Sale";5;"07-03-2019";"Hamza Real Estate";"Imran Shahad"
3442797;4349;"https://www.zameen.com/Property/lahore_mateen_avenue_house_available_for_sale-3442797-4349-1.html";"House";17000000;"Mateen Avenue";"Lahore";"Punjab";31.441992;74.291389;6;"9.7 Marla";"For Sale";5;"03-05-2019";"";""
3463063;3748;"https://www.zameen.com/Property/eme_society_eme_society_block_d_21st_century_house_for_sale-3463063-3748-1.html";"House";47500000;"EME Society";"Lahore";"Punjab";31.434668;74.214005;0;"1 Kanal";"For Sale";0;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
3507838;4113;"https://www.zameen.com/Property/paragon_city_paragon_city_orchard_block_house_is_available_for_sale-3507838-4113-1.html";"House";17000000;"Paragon City";"Lahore";"Punjab";31.530739;74.456184;5;"10 Marla";"For Sale";5;"06-11-2019";"Valo Marketing";"Nabeel Khalid Ch M Naveed Muhammad Bin Shahid"
3541183;8425;"https://www.zameen.com/Property/lahore_iep_engineers_town_good_location_double_storey_house_in_iep_engineering_town_on_main_defence_road-3541183-8425-1.html";"House";25000000;"IEP Engineers Town";"Lahore";"Punjab";31.402513;74.292798;5;"18 Marla";"For Sale";4;"02-01-2019";"";""
3892035;1784;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_best_quality_10_marla_brand_new_house_for_sale_in_bahria_town_lahore-3892035-1784-1.html";"House";17600000;"Bahria Town";"Lahore";"Punjab";31.374195;74.191482;6;"10 Marla";"For Sale";5;"05-03-2019";"";""
3892037;1784;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_fine_quality_11_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_c-3892037-1784-1.html";"House";17500000;"Bahria Town";"Lahore";"Punjab";31.374195;74.191482;6;"10 Marla";"For Sale";5;"05-03-2019";"";""
3931877;10542;"https://www.zameen.com/Property/askari_10_askari_10_sector_f_17_marla_brand_new_brigadier_house_for_sale-3931877-10542-1.html";"House";35000000;"Askari";"Lahore";"Punjab";31.533849;74.409633;5;"17 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3931998;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_grid_design_house_available_for_sale-3931998-9433-1.html";"House";22000000;"Askari";"Lahore";"Punjab";31.537458;74.413323;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3932053;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_haider_with_basement_for_sale-3932053-9435-1.html";"House";23500000;"Askari";"Lahore";"Punjab";31.533161;74.419481;6;"10 Marla";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3932098;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_1_kanal_khalid_design_house_available_for_sale-3932098-9435-1.html";"House";41500000;"Askari";"Lahore";"Punjab";31.533161;74.419481;6;"1 Kanal";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3932130;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_integrated_design_house_is_available_for_sale-3932130-9435-1.html";"House";23000000;"Askari";"Lahore";"Punjab";31.533161;74.419481;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3932163;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_haider_with_basement_designed_house_available_for_sale-3932163-9434-1.html";"House";23000000;"Askari";"Lahore";"Punjab";31.53327;74.41358;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3932175;9436;"https://www.zameen.com/Property/askari_10_askari_10_sector_e_10_marla_rdi_design_house_is_available_for_sale-3932175-9436-1.html";"House";20500000;"Askari";"Lahore";"Punjab";31.536068;74.408666;4;"10 Marla";"For Sale";3;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3932182;9436;"https://www.zameen.com/Property/askari_10_askari_10_sector_e_10_marla_main_boulevard_rdi_design_house_is_available_for_sale-3932182-9436-1.html";"House";21000000;"Askari";"Lahore";"Punjab";31.536068;74.408666;4;"10 Marla";"For Sale";3;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
3965775;1242;"https://www.zameen.com/Property/lahore_architects_engineers_housing_society_brand_new_house_for_sale-3965775-1242-1.html";"House";19200000;"Architects Engineers Housing Society";"Lahore";"Punjab";31.443749;74.259152;7;"10 Marla";"For Sale";5;"02-03-2019";"Jinnah Associates";"Shafiq Malik"
3977801;4116;"https://www.zameen.com/Property/paragon_city_paragon_city_executive_block_hot_deal_4_marla_house_for_sale-3977801-4116-1.html";"House";7700000;"Paragon City";"Lahore";"Punjab";31.533372;74.451342;4;"4 Marla";"For Sale";3;"06-12-2019";"Valo Marketing";"Nabeel Khalid Muhammad Bin Shahid"
3991627;8172;"https://www.zameen.com/Property/dha_defence_defence_raya_10_marla_defence_raya_villa_for_sale-3991627-8172-1.html";"House";21500000;"DHA Defence";"Lahore";"Punjab";31.469155;74.470553;5;"10 Marla";"For Sale";4;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
3998897;1796;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_d_5_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_d-3998897-1796-1.html";"House";11800000;"Bahria Town";"Lahore";"Punjab";31.374414;74.177749;4;"5 Marla";"For Sale";3;"05-03-2019";"";""
4015309;8172;"https://www.zameen.com/Property/dha_defence_defence_raya_14_marla_house_for_sale_in_dha_raya-4015309-8172-1.html";"House";26500000;"DHA Defence";"Lahore";"Punjab";31.469155;74.470553;5;"14 Marla";"For Sale";4;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4016954;8172;"https://www.zameen.com/Property/dha_defence_defence_raya_2_kanal_house_for_sale_at_facing_golf_park_dha_raya-4016954-8172-1.html";"House";70000000;"DHA Defence";"Lahore";"Punjab";31.469155;74.470553;7;"2 Kanal";"For Sale";6;"06-18-2019";"Vital Estate";"Shahbaz Mughal"
4017113;8172;"https://www.zameen.com/Property/dha_defence_defence_raya_1_kanal_house_for_sale_at_facing_golf_park_dha_raya-4017113-8172-1.html";"House";49500000;"DHA Defence";"Lahore";"Punjab";31.469155;74.470553;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4034402;377;"https://www.zameen.com/Property/lahore_samanabad_house_in_samanabad_for_sale-4034402-377-1.html";"House";12500000;"Samanabad";"Lahore";"Punjab";31.539206;74.305515;3;"5.5 Marla";"For Sale";2;"04-03-2019";"";""
4100382;10542;"https://www.zameen.com/Property/askari_10_askari_10_sector_f_17_marla_corner_brand_new_brig_house_available_for_sale-4100382-10542-1.html";"House";36000000;"Askari";"Lahore";"Punjab";31.533849;74.409633;5;"17 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4107715;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_beautiful_bungalow_for_sale-4107715-1448-1.html";"House";36000000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4111694;1598;"https://www.zameen.com/Property/dha_phase_5_dha_phase_5_block_a_1_kanal_beautiful_bungalow_house_for_sale-4111694-1598-1.html";"House";51000000;"DHA Defence";"Lahore";"Punjab";31.466227;74.427137;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4153988;1789;"https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_tulip_block_10_marla_brand_new_house_in_sector_c_bahria_town_lahore-4153988-1789-1.html";"House";20000000;"Bahria Town";"Lahore";"Punjab";31.37108;74.190316;7;"10 Marla";"For Sale";5;"11-05-2018";"The Property Lounge";"Najam Ul Saqib"
4159826;3527;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_pak_block_2_marla_house_is_available_for_sale-4159826-3527-1.html";"House";6000000;"Allama Iqbal Town";"Lahore";"Punjab";31.518337;74.297862;2;"2 Marla";"For Sale";3;"02-03-2019";"";""
4170552;3527;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_pak_block_2_marla_double_storey_house_for_sale-4170552-3527-1.html";"House";5500000;"Allama Iqbal Town";"Lahore";"Punjab";31.518337;74.297862;2;"2 Marla";"For Sale";3;"04-04-2019";"";""
4249571;3847;"https://www.zameen.com/Property/gulberg_gulberg_4_exclusive_location_house_for_sale-4249571-3847-1.html";"House";65000000;"Gulberg";"Lahore";"Punjab";31.526751;74.337072;0;"1.1 Kanal";"For Sale";0;"04-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
4304977;1446;"https://www.zameen.com/Property/dha_defence_dha_phase_4_house_for_sale_in_dha_phase_4-4304977-1446-1.html";"House";35000000;"DHA Defence";"Lahore";"Punjab";31.465422;74.385309;6;"1 Kanal";"For Sale";5;"06-26-2019";"Vital Estate";"Shahbaz Mughal"
4307496;1784;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_vip_class_10_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_c-4307496-1784-1.html";"House";17500000;"Bahria Town";"Lahore";"Punjab";31.374195;74.191482;6;"10 Marla";"For Sale";5;"05-03-2019";"";""
4339824;1610;"https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_a_1_kanal_out_standing_bungalow_for_sale-4339824-1610-1.html";"House";52500000;"DHA Defence";"Lahore";"Punjab";31.466227;74.440012;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4352352;3824;"https://www.zameen.com/Property/gulberg_gulberg_3_12_marla_house_for_sale_near_to_jail_road__gulberg_lahore-4352352-3824-1.html";"House";35000000;"Gulberg";"Lahore";"Punjab";31.505678;74.348202;8;"12 Marla";"For Sale";5;"05-03-2019";"Hamza Real Estate";"Imran Shahad"
4375535;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_grid_design_house_for_sale-4375535-9433-1.html";"House";22500000;"Askari";"Lahore";"Punjab";31.537458;74.413323;5;"10 Marla";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4375549;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_grid_design_available_for_sale-4375549-9435-1.html";"House";22500000;"Askari";"Lahore";"Punjab";31.574430554518;74.443696327507;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4375556;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_rdi_design_house_for_sale-4375556-9434-1.html";"House";23500000;"Askari";"Lahore";"Punjab";31.717278715535;74.455991908908;4;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4393127;3529;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_neelam_block_triple_storey_house_is_available_for_sale-4393127-3529-1.html";"House";15500000;"Allama Iqbal Town";"Lahore";"Punjab";31.521703;74.298978;5;"8.2 Marla";"For Sale";5;"07-03-2019";"Rana Estate Agency";"Rana Junaid"
4498537;10542;"https://www.zameen.com/Property/askari_10_askari_10_sector_f_17_marla_brand_new_house_available_for_sale-4498537-10542-1.html";"House";37000000;"Askari";"Lahore";"Punjab";31.533849;74.409633;5;"17 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498557;9436;"https://www.zameen.com/Property/askari_10_askari_10_sector_e_12_marla_corner_rdi_design_available_for_sale-4498557-9436-1.html";"House";28000000;"Askari";"Lahore";"Punjab";31.536068;74.408666;4;"12 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498560;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_house_with_basement_available_for_sale-4498560-9434-1.html";"House";23500000;"Askari";"Lahore";"Punjab";31.53327;74.41358;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498562;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_tipu_design_house_is_available_for_sale-4498562-9434-1.html";"House";22000000;"Askari";"Lahore";"Punjab";31.53327;74.41358;6;"10 Marla";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498563;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_integrated_design_house_available_for_sale-4498563-9433-1.html";"House";22000000;"Askari";"Lahore";"Punjab";31.537458;74.413323;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498564;9432;"https://www.zameen.com/Property/askari_10_askari_10_sector_a_10_marla_integrated_design_available_for_sale-4498564-9432-1.html";"House";21500000;"Askari";"Lahore";"Punjab";31.537239;74.420211;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498565;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_integrated_design_house_available_for_sale-4498565-9435-1.html";"House";22500000;"Askari";"Lahore";"Punjab";31.533161;74.419481;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4536731;3811;"https://www.zameen.com/Property/gulberg_2_gulberg_2_block_b_semi_commercial_house_is_available_for_sale-4536731-3811-1.html";"House";60000000;"Gulberg";"Lahore";"Punjab";31.521776;74.343538;0;"1 Kanal";"For Sale";0;"04-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
4536854;3852;"https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_commercialized_piece_of_property_house_for_sale-4536854-3852-1.html";"House";1200000000;"Gulberg";"Lahore";"Punjab";31.519435;74.345548;0;"8 Kanal";"For Sale";0;"04-04-2019";"Punjaab Estates";"Irfan Rehman Khan"
4557799;3850;"https://www.zameen.com/Property/gulberg_mm_alam_road_shopping_paradise_of_lahore_house_for_sale-4557799-3850-1.html";"House";380000000;"Gulberg";"Lahore";"Punjab";31.510471;74.350526;0;"2 Kanal";"For Sale";0;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
4560911;496;"https://www.zameen.com/Property/mozang_mozang_chungi_al_qader_center_ground_floor_new_apartment_for_sale-4560911-496-1.html";"Flat";3200000;"Mozang";"Lahore";"Punjab";31.54913520813;74.315116882324;2;"3 Marla";"For Sale";2;"07-03-2019";"";""
